Question Number,Question Title,Answer Option,Is Correct
"563","Jaką wartość zwróci funkcja empty($a); zapisana w języku PHP, gdy zmienna $a przyjmie wartość liczbową równą 0?","C. NULL",false
"563","Jaką wartość zwróci funkcja empty($a); zapisana w języku PHP, gdy zmienna $a przyjmie wartość liczbową równą 0?","D. FALSE",false
"564","W języku JavaScript, funkcja matematyczna Math.pow() służy do wyznaczenia","A. potęgi liczby.",true
"564","W języku JavaScript, funkcja matematyczna Math.pow() służy do wyznaczenia","B. wartości przybliżonej liczby.",false
"564","W języku JavaScript, funkcja matematyczna Math.pow() służy do wyznaczenia","C. wartości bezwzględnej liczby.",false
"564","W języku JavaScript, funkcja matematyczna Math.pow() służy do wyznaczenia","D. pierwiastka kwadratowego liczby.",false
"565","Jakie wartości muszą przyjmować zmienne w funkcji biblioteki mysqli, aby połączyć się z serwerem i bazą danych?","A. adres serwera - $a, nazwa bazy danych - $b, login - $c, hasło - $d",false
"565","Jakie wartości muszą przyjmować zmienne w funkcji biblioteki mysqli, aby połączyć się z serwerem i bazą danych?","B. adres serwera - $c, nazwa bazy danych - $d, login - $a, hasło - $b",false
"565","Jakie wartości muszą przyjmować zmienne w funkcji biblioteki mysqli, aby połączyć się z serwerem i bazą danych?","C. adres serwera - $c, nazwa bazy danych - $d, login - $b, hasło - $a",false
"565","Jakie wartości muszą przyjmować zmienne w funkcji biblioteki mysqli, aby połączyć się z serwerem i bazą danych?","D. adres serwera - $a, nazwa bazy danych - $d, login - $b, hasło - $c",true
"566","W którym z bloków należy umieścić warunek pętli?","A. A",false
"566","W którym z bloków należy umieścić warunek pętli?","B. B",false
"566","W którym z bloków należy umieścić warunek pętli?","C. C",true
"566","W którym z bloków należy umieścić warunek pętli?","D. D",false
"567","Ile razy należy zapisać instrukcję warunkową, aby zaimplementować w języku programowania przedstawiony algorytm?","A. Jeden raz.",false
"567","Ile razy należy zapisać instrukcję warunkową, aby zaimplementować w języku programowania przedstawiony algorytm?","B. Dwa razy.",true
"567","Ile razy należy zapisać instrukcję warunkową, aby zaimplementować w języku programowania przedstawiony algorytm?","C. Trzy razy.",false
"567","Ile razy należy zapisać instrukcję warunkową, aby zaimplementować w języku programowania przedstawiony algorytm?","D. Cztery razy.",false
"568","W języku C, aby zadeklarować stałą, należy użyć","A. const",true
"568","W języku C, aby zadeklarować stałą, należy użyć","B. static",false
"568","W języku C, aby zadeklarować stałą, należy użyć","C. #CONST",false
"568","W języku C, aby zadeklarować stałą, należy użyć","D. #INCLUDE",false
"569","Które z wyrażeń logicznych zapisanych w języku C sprawdza, czy zmienna o nazwie zm1 należy do przedziału (6, 203> ?","A. (zm1 > 6) || (zm1 <= 203)",false
"569","Które z wyrażeń logicznych zapisanych w języku C sprawdza, czy zmienna o nazwie zm1 należy do przedziału (6, 203> ?","B. (zm1 > 6) || (zm1 != 203)",false
"569","Które z wyrażeń logicznych zapisanych w języku C sprawdza, czy zmienna o nazwie zm1 należy do przedziału (6, 203> ?","C. (zm1 > 6) && (zm1 <= 203)",true
"569","Które z wyrażeń logicznych zapisanych w języku C sprawdza, czy zmienna o nazwie zm1 należy do przedziału (6, 203> ?","D. (zm1 > 6) && (zm1 != 203)",false
"570","Kwalifikatory dostępu: private, protected i public definiują mechanizm","A. przeładowania.",false
"570","Kwalifikatory dostępu: private, protected i public definiują mechanizm","B. polimorfizmu.",false
"570","Kwalifikatory dostępu: private, protected i public definiują mechanizm","C. hermetyzacji.",true
"570","Kwalifikatory dostępu: private, protected i public definiują mechanizm","D. rekurencji.",false
"571","bool gotowe=true;
cout << gotowe;
Co zostanie wypisane w wyniku wykonania przedstawionych instrukcji?","A. 0",false
"571","bool gotowe=true;
cout << gotowe;
Co zostanie wypisane w wyniku wykonania przedstawionych instrukcji?","B. 1",true
"571","bool gotowe=true;
cout << gotowe;
Co zostanie wypisane w wyniku wykonania przedstawionych instrukcji?","C. tak",false
"571","bool gotowe=true;
cout << gotowe;
Co zostanie wypisane w wyniku wykonania przedstawionych instrukcji?","D. nie",false
"572","Za pomocą którego słowa kluczowego deklaruje się zmienną w języku JavaScript?","A. var",true
"572","Za pomocą którego słowa kluczowego deklaruje się zmienną w języku JavaScript?","B. new",false
"572","Za pomocą którego słowa kluczowego deklaruje się zmienną w języku JavaScript?","C. variable",false
"572","Za pomocą którego słowa kluczowego deklaruje się zmienną w języku JavaScript?","D. instanceof",false
"573","Zadaniem przedstawionej pętli jest","A. wypełnienie tabeli Ksiazka danymi.",false
"573","Zadaniem przedstawionej pętli jest","B. wypisanie na ekranie danych tabeli Ksiazka.",false
"573","Zadaniem przedstawionej pętli jest","C. utworzenie dziesięciu obiektów typu Ksiazka.",true
"573","Zadaniem przedstawionej pętli jest","D. utworzenie jednego obiektu typu mojeKsiazki.",false
"574","Która z deklaracji funkcji w języku C++ ma parametr wejściowy typu rzeczywistego, a zwraca wartość całkowitą?","A. void fun1(int a);",false
"574","Która z deklaracji funkcji w języku C++ ma parametr wejściowy typu rzeczywistego, a zwraca wartość całkowitą?","B. int fun1(float a);",true
"574","Która z deklaracji funkcji w języku C++ ma parametr wejściowy typu rzeczywistego, a zwraca wartość całkowitą?","C. float fun1(int a);",false
"574","Która z deklaracji funkcji w języku C++ ma parametr wejściowy typu rzeczywistego, a zwraca wartość całkowitą?","D. float fun1(void a);",false
"575","Jednym z wariantów testów jednostkowych jest analiza ścieżek, która polega na","A. testowaniu wartości brzegowych zbioru danych.",false
"575","Jednym z wariantów testów jednostkowych jest analiza ścieżek, która polega na","B. testowaniu obiektów pod względem inicjacji i zwolnienia zarezerwowanej pamięci.",false
"575","Jednym z wariantów testów jednostkowych jest analiza ścieżek, która polega na","C. określeniu punktu początkowego i końcowego oraz badaniu możliwych dróg pomiędzy tymi
punktami.",true
"575","Jednym z wariantów testów jednostkowych jest analiza ścieżek, która polega na","D. utworzeniu kilku zbiorów danych o podobnym sposobie przetwarzania i użyciu ich do
przeprowadzenia testu.",false
"576","Który sposób komentowania w języku PHP pozwala na zapis bloku komentarza w kilku liniach?","A. #",false
"576","Który sposób komentowania w języku PHP pozwala na zapis bloku komentarza w kilku liniach?","B. / /",false
"576","Który sposób komentowania w języku PHP pozwala na zapis bloku komentarza w kilku liniach?","C. /*   */",true
"576","Który sposób komentowania w języku PHP pozwala na zapis bloku komentarza w kilku liniach?","D. <!--  -->",false
"577","Pole lub zbiór pól jednoznacznie identyfikujący każdy pojedynczy wiersz w tabeli w bazie danych to klucz","A. inkrementacyjny.",false
"577","Pole lub zbiór pól jednoznacznie identyfikujący każdy pojedynczy wiersz w tabeli w bazie danych to klucz","B. podstawowy.",true
"577","Pole lub zbiór pól jednoznacznie identyfikujący każdy pojedynczy wiersz w tabeli w bazie danych to klucz","C. przestawny.",false
"577","Pole lub zbiór pól jednoznacznie identyfikujący każdy pojedynczy wiersz w tabeli w bazie danych to klucz","D. obcy.",false
"578","W języku SQL, aby zmienić strukturę tabeli, np. poprzez dodanie lub usunięcie kolumny, należy zastosować polecenie","A. UPDATE",false
"578","W języku SQL, aby zmienić strukturę tabeli, np. poprzez dodanie lub usunięcie kolumny, należy zastosować polecenie","B. TRUNCATE",false
"578","W języku SQL, aby zmienić strukturę tabeli, np. poprzez dodanie lub usunięcie kolumny, należy zastosować polecenie","C. DROP TABLE",false
"578","W języku SQL, aby zmienić strukturę tabeli, np. poprzez dodanie lub usunięcie kolumny, należy zastosować polecenie","D. ALTER TABLE",true
"579","Atrybut kolumny NOT NULL jest wymagany w przypadku","A. klucza podstawowego.",true
"579","Atrybut kolumny NOT NULL jest wymagany w przypadku","B. użycia atrybutu DEFAULT.",false
"579","Atrybut kolumny NOT NULL jest wymagany w przypadku","C. definicji wszystkich pól tabeli.",false
"579","Atrybut kolumny NOT NULL jest wymagany w przypadku","D. definicji wszystkich pól typu numerycznego.",false
"580","Aby za pomocą polecenia SELECT wyświetlić nazwiska osób mieszkających na osiedlu tak, aby te nazwiska nie powtarzały się, należy zapisać zapytanie w postaci","A. SELECT nazwisko FROM mieszkancy ORDER BY nazwisko;",false
"580","Aby za pomocą polecenia SELECT wyświetlić nazwiska osób mieszkających na osiedlu tak, aby te nazwiska nie powtarzały się, należy zapisać zapytanie w postaci","B. SELECT DISTINCT nazwisko FROM mieszkancy;",true
"580","Aby za pomocą polecenia SELECT wyświetlić nazwiska osób mieszkających na osiedlu tak, aby te nazwiska nie powtarzały się, należy zapisać zapytanie w postaci","C. SELECT TOP 10 nazwisko FROM mieszkancy;",false
"580","Aby za pomocą polecenia SELECT wyświetlić nazwiska osób mieszkających na osiedlu tak, aby te nazwiska nie powtarzały się, należy zapisać zapytanie w postaci","D. SELECT AVG(nazwisko) FROM mieszkancy;",false
"581","Baza danych zawiera dane multimedialne, co wiąże się z przechowywaniem dużych ilości danych binarnych. Do takich danych należy zastosować typ","A. BLOB",true
"581","Baza danych zawiera dane multimedialne, co wiąże się z przechowywaniem dużych ilości danych binarnych. Do takich danych należy zastosować typ","B. ENUM",false
"581","Baza danych zawiera dane multimedialne, co wiąże się z przechowywaniem dużych ilości danych binarnych. Do takich danych należy zastosować typ","C. DOUBLE",false
"581","Baza danych zawiera dane multimedialne, co wiąże się z przechowywaniem dużych ilości danych binarnych. Do takich danych należy zastosować typ","D. LONGTEXT",false
"582","W tabeli Recepta pola Imie i Nazwisko dotyczą pacjenta, na którego recepta jest wydana. Którą kwerendę należy zastosować, aby dla wszystkich recept uzyskać datę wystawienia recepty oraz imię i nazwisko lekarza wystawiającego?","A. SELECT Imie, Nazwisko, DataWystawienia FROM Recepta;",false
"582","W tabeli Recepta pola Imie i Nazwisko dotyczą pacjenta, na którego recepta jest wydana. Którą kwerendę należy zastosować, aby dla wszystkich recept uzyskać datę wystawienia recepty oraz imię i nazwisko lekarza wystawiającego?","B. SELECT Lekarz.Imie, Lekarz.Nazwisko, DataWystawienia FROM Recepta;",false
"582","W tabeli Recepta pola Imie i Nazwisko dotyczą pacjenta, na którego recepta jest wydana. Którą kwerendę należy zastosować, aby dla wszystkich recept uzyskać datę wystawienia recepty oraz imię i nazwisko lekarza wystawiającego?","C. SELECT Imie, DataWystawienia FROM Recepta JOIN Lekarz ON Recepta.Lekarz_id = Lekarz.id;",false
"582","W tabeli Recepta pola Imie i Nazwisko dotyczą pacjenta, na którego recepta jest wydana. Którą kwerendę należy zastosować, aby dla wszystkich recept uzyskać datę wystawienia recepty oraz imię i nazwisko lekarza wystawiającego?","D. SELECT Lekarz.Imie, Lekarz.Nazwisko, DataWystawienia FROM Recepta JOIN Lekarz ON Recepta.Lekarz_id = Lekarz.id;",true
"583","W bazach danych do prezentacji danych spełniających określone warunki należy utworzyć","A. raport.",true
"583","W bazach danych do prezentacji danych spełniających określone warunki należy utworzyć","B. relację.",false
"583","W bazach danych do prezentacji danych spełniających określone warunki należy utworzyć","C. formularz.",false
"583","W bazach danych do prezentacji danych spełniających określone warunki należy utworzyć","D. makropolecenie.",false
"584","Które polecenie służy do zmiany wartości o jeden w polu RokStudiów w tabeli Studenci dla studentów, którzy studiują na roku 1÷4?","A. UPDATE Studenci, RokStudiow+1 WHERE RokStudiow < 5;",false
"584","Które polecenie służy do zmiany wartości o jeden w polu RokStudiów w tabeli Studenci dla studentów, którzy studiują na roku 1÷4?","B. UPDATE Studenci SET RokStudiow WHERE RokStudiow < 5;",false
"584","Które polecenie służy do zmiany wartości o jeden w polu RokStudiów w tabeli Studenci dla studentów, którzy studiują na roku 1÷4?","C. UPDATE RokStudiow SET RokStudiow++ WHERE RokStudiow < 5;",false
"584","Które polecenie służy do zmiany wartości o jeden w polu RokStudiów w tabeli Studenci dla studentów, którzy studiują na roku 1÷4?","D. UPDATE Studenci SET RokStudiow = RokStudiow+1 WHERE RokStudiow
< 5;",true
"585","Wskaż różnicę pomiędzy poleceniami DROP TABLE i TRUNCATE TABLE.","A. DROP TABLE usuwa tabelę, a TRUNCATE TABLE modyfikuje w niej dane spełniające
warunek.",false
"585","Wskaż różnicę pomiędzy poleceniami DROP TABLE i TRUNCATE TABLE.","B. DROP TABLE usuwa tabelę, a TRUNCATE TABLE usuwa wszystkie dane, pozostawiając
pustą tabelę.",true
"585","Wskaż różnicę pomiędzy poleceniami DROP TABLE i TRUNCATE TABLE.","C. Obydwa polecenia usuwają jedynie zawartość tabeli, ale tylko polecenie DROP TABLE może
być cofnięte.",false
"585","Wskaż różnicę pomiędzy poleceniami DROP TABLE i TRUNCATE TABLE.","D. Obydwa polecenia usuwają tabelę wraz zawartością, ale tylko polecenie TRUNCATE TABLE może być cofnięte.",false
"586","Aby nadać użytkownikowi uprawnienia do tabel w bazie danych, należy zastosować polecenie","A. GRANT",true
"586","Aby nadać użytkownikowi uprawnienia do tabel w bazie danych, należy zastosować polecenie","B. SELECT",false
"586","Aby nadać użytkownikowi uprawnienia do tabel w bazie danych, należy zastosować polecenie","C. CREATE",false
"586","Aby nadać użytkownikowi uprawnienia do tabel w bazie danych, należy zastosować polecenie","D. REVOKE",false
"587","Aby przesłać dane za pomocą funkcji mysqli_query() w skrypcie PHP, który wstawia do bazy danych dane pobrane z formularza ze strony internetowej, jako jednego z parametrów należy użyć kwerendy","A. INSERT INTO",true
"587","Aby przesłać dane za pomocą funkcji mysqli_query() w skrypcie PHP, który wstawia do bazy danych dane pobrane z formularza ze strony internetowej, jako jednego z parametrów należy użyć kwerendy","B. UPDATE",false
"587","Aby przesłać dane za pomocą funkcji mysqli_query() w skrypcie PHP, który wstawia do bazy danych dane pobrane z formularza ze strony internetowej, jako jednego z parametrów należy użyć kwerendy","C. SELECT",false
"587","Aby przesłać dane za pomocą funkcji mysqli_query() w skrypcie PHP, który wstawia do bazy danych dane pobrane z formularza ze strony internetowej, jako jednego z parametrów należy użyć kwerendy","D. ALTER",false
"588","Przedstawiony fragment kodu PHP działa poprawnie i ma za zadanie wyświetlić na stronie internetowej dane pobrane kwerendą z bazy danych. Z ilu pól zostaną wyświetlone dane?","A. Z jednego pola.",false
"588","Przedstawiony fragment kodu PHP działa poprawnie i ma za zadanie wyświetlić na stronie internetowej dane pobrane kwerendą z bazy danych. Z ilu pól zostaną wyświetlone dane?","B. Z dwóch pól.",false
"588","Przedstawiony fragment kodu PHP działa poprawnie i ma za zadanie wyświetlić na stronie internetowej dane pobrane kwerendą z bazy danych. Z ilu pól zostaną wyświetlone dane?","C. Z trzech pól.",true
"588","Przedstawiony fragment kodu PHP działa poprawnie i ma za zadanie wyświetlić na stronie internetowej dane pobrane kwerendą z bazy danych. Z ilu pól zostaną wyświetlone dane?","D. Z czterech pól.",false
"589","Na rysunku przedstawiono strukturę bloków strony internetowej. Który z fragmentów formatowania strony pasuje do takiego układu? (Dla uproszczenia pominięto właściwości koloru tła, wysokości i czcionki)","A. #pierwszy {float:left; width:30%; } 
#drugi {clear:both; width:70%; } 
#trzeci {float:left; width:70%; } 
#czwarty {clear:both; }",false
"589","Na rysunku przedstawiono strukturę bloków strony internetowej. Który z fragmentów formatowania strony pasuje do takiego układu? (Dla uproszczenia pominięto właściwości koloru tła, wysokości i czcionki)","B. #pierwszy {float:left; width:30%;} 
#drugi {float:left; width:70%;} 
#trzeci {float:left; width:70%;} 
#czwarty {clear:both; }",true
"589","Na rysunku przedstawiono strukturę bloków strony internetowej. Który z fragmentów formatowania strony pasuje do takiego układu? (Dla uproszczenia pominięto właściwości koloru tła, wysokości i czcionki)","C. #pierwszy { width: 30%; } 
#drugi { width: 70%; } 
#trzeci { width: 70%; } 
#czwarty { width: 100%; }",false
"589","Na rysunku przedstawiono strukturę bloków strony internetowej. Który z fragmentów formatowania strony pasuje do takiego układu? (Dla uproszczenia pominięto właściwości koloru tła, wysokości i czcionki)","D. #pierwszy{float:left; width:30%;} 
#drugi {clear:both; width:70%;} 
#trzeci {clear:both; width:70%;} 
#czwarty {float:left; width:100%;}",false
"590","Wskaż nazwę Systemu Zarządzania Treścią, którego logo zostało przedstawione na rysunku.","A. Drupal",false
"590","Wskaż nazwę Systemu Zarządzania Treścią, którego logo zostało przedstawione na rysunku.","B. Joomla!",true
"590","Wskaż nazwę Systemu Zarządzania Treścią, którego logo zostało przedstawione na rysunku.","C. WordPress",false
"590","Wskaż nazwę Systemu Zarządzania Treścią, którego logo zostało przedstawione na rysunku.","D. MediaWiki",false
"591","Który kod języka HTML da efekt formatowania jak na przedstawionym rysunku?","A. <p> W tym <i> paragrafie zobaczysz sposoby formatowania </i> tekstu w HTML </p>",false
"591","Który kod języka HTML da efekt formatowania jak na przedstawionym rysunku?","B. <p> W tym <b> paragrafie <i> zobaczysz </i> sposoby formatowania </b> tekstu w HTML </p>",false
"591","Który kod języka HTML da efekt formatowania jak na przedstawionym rysunku?","C. <p> W tym <i> paragrafie <b> zobaczysz </b> sposoby formatowania </i> tekstu w HTML </p>",true
"591","Który kod języka HTML da efekt formatowania jak na przedstawionym rysunku?","D. <p> W tym <i> paragrafie </i> <b> zobaczysz </b> <i> sposoby formatowania </i> tekstu w HTML </p>",false
"592","Który znacznik należy do znaczników definiujących listy w języku HTML?","A. <tr>",false
"592","Który znacznik należy do znaczników definiujących listy w języku HTML?","B. <th>",false
"592","Który znacznik należy do znaczników definiujących listy w języku HTML?","C. <td>",false
"592","Który znacznik należy do znaczników definiujących listy w języku HTML?","D. <ul>",true
"593","Który z kodów HTML opisuje przedstawioną tabelę? (Dla uproszczenia pominięto zapis stylu obramowania tabeli i komórek)","A. A",false
"593","Który z kodów HTML opisuje przedstawioną tabelę? (Dla uproszczenia pominięto zapis stylu obramowania tabeli i komórek)","B. B",true
"593","Który z kodów HTML opisuje przedstawioną tabelę? (Dla uproszczenia pominięto zapis stylu obramowania tabeli i komórek)","C. C",false
"593","Który z kodów HTML opisuje przedstawioną tabelę? (Dla uproszczenia pominięto zapis stylu obramowania tabeli i komórek)","D. D",false
"594","Przedstawione w języku CSS formatowanie czcionki będzie obowiązywać dla","A. znaczników o id równym *.",false
"594","Przedstawione w języku CSS formatowanie czcionki będzie obowiązywać dla","B. znaczników z przypisaną klasą równą *.",false
"594","Przedstawione w języku CSS formatowanie czcionki będzie obowiązywać dla","C. całego kodu HTML, niezależnie od późniejszych ustawień CSS.",false
"594","Przedstawione w języku CSS formatowanie czcionki będzie obowiązywać dla","D. całego kodu HTML, jako formatowanie domyślne dla wszystkich elementów strony.",true
"595","Której właściwości CSS należy użyć, aby zdefiniować marginesy wewnętrzne dla elementu?","A. hight",false
"595","Której właściwości CSS należy użyć, aby zdefiniować marginesy wewnętrzne dla elementu?","B. width",false
"595","Której właściwości CSS należy użyć, aby zdefiniować marginesy wewnętrzne dla elementu?","C. margin",false
"595","Której właściwości CSS należy użyć, aby zdefiniować marginesy wewnętrzne dla elementu?","D. padding",true
"596","W kodzie CSS zastosowano formatowanie elementu listy, przy czym żadne inne formatowanie CSS nie zostało zdefiniowane. Zastosowane formatowanie sprawi, że","A. tekst wszystkich elementów, którym przypisano id „hover” będzie w kolorze Maroon.",false
"596","W kodzie CSS zastosowano formatowanie elementu listy, przy czym żadne inne formatowanie CSS nie zostało zdefiniowane. Zastosowane formatowanie sprawi, że","B. po najechaniu kursorem na element listy, zmieni się kolor tekstu na Maroon.",true
"596","W kodzie CSS zastosowano formatowanie elementu listy, przy czym żadne inne formatowanie CSS nie zostało zdefiniowane. Zastosowane formatowanie sprawi, że","C. tekst wszystkich elementów listy będzie w kolorze Maroon.",false
"596","W kodzie CSS zastosowano formatowanie elementu listy, przy czym żadne inne formatowanie CSS nie zostało zdefiniowane. Zastosowane formatowanie sprawi, że","D. kolor Maroon będzie obejmował co drugi element listy.",false
"597","Wartości: static, relative, fixed, absolute oraz sticky można przypisać do właściwości","A. display",false
"597","Wartości: static, relative, fixed, absolute oraz sticky można przypisać do właściwości","B. position",true
"597","Wartości: static, relative, fixed, absolute oraz sticky można przypisać do właściwości","C. list-style-type",false
"597","Wartości: static, relative, fixed, absolute oraz sticky można przypisać do właściwości","D. text-transform",false
"598","Aby dostosować stronę internetową dla niewidomych, należy nadać wyświetlanym za pomocą znacznika img obrazom atrybut","A. alt",true
"598","Aby dostosować stronę internetową dla niewidomych, należy nadać wyświetlanym za pomocą znacznika img obrazom atrybut","B. src",false
"598","Aby dostosować stronę internetową dla niewidomych, należy nadać wyświetlanym za pomocą znacznika img obrazom atrybut","C. text",false
"598","Aby dostosować stronę internetową dla niewidomych, należy nadać wyświetlanym za pomocą znacznika img obrazom atrybut","D. style",false
"599","Którą czynność należy wykonać podczas obróbki zdjęcia w edytorze grafiki, aby białe tło zamienić na przezroczystość?","A. Dodać kanał alfa.",true
"599","Którą czynność należy wykonać podczas obróbki zdjęcia w edytorze grafiki, aby białe tło zamienić na przezroczystość?","B. Skadrować obraz.",false
"599","Którą czynność należy wykonać podczas obróbki zdjęcia w edytorze grafiki, aby białe tło zamienić na przezroczystość?","C. Zmienić saturację obrazu.",false
"599","Którą czynność należy wykonać podczas obróbki zdjęcia w edytorze grafiki, aby białe tło zamienić na przezroczystość?","D. Maksymalnie zmniejszyć jasność.",false
"600","Aby zwiększyć szybkość działania strony zawierającej grafikę o wymiarach 2000 px na 760 px, należy zmniejszyć rozmiary grafiki","A. w programie graficznym.",true
"600","Aby zwiększyć szybkość działania strony zawierającej grafikę o wymiarach 2000 px na 760 px, należy zmniejszyć rozmiary grafiki","B. za pomocą atrybutów HTML.",false
"600","Aby zwiększyć szybkość działania strony zawierającej grafikę o wymiarach 2000 px na 760 px, należy zmniejszyć rozmiary grafiki","C. za pomocą właściwości CSS, podając rozmiar w pikselach.",false
"600","Aby zwiększyć szybkość działania strony zawierającej grafikę o wymiarach 2000 px na 760 px, należy zmniejszyć rozmiary grafiki","D. za pomocą właściwości CSS, podając rozmiar w procentach.",false
"601","Przedstawiona linia kodu została zapisana w języku","A. C#",false
"601","Przedstawiona linia kodu została zapisana w języku","B. PHP",false
"601","Przedstawiona linia kodu została zapisana w języku","C. Python",false
"601","Przedstawiona linia kodu została zapisana w języku","D. JavaScript",true
"602","Na stronie internetowej znajduje się formularz, do którego należy zaprogramować następujące funkcje: 
- walidacja: w trakcie wypełniania formularza w czasie rzeczywistym jest sprawdzana poprawność danych 
- przesyłanie danych: po wypełnieniu formularza i jego zatwierdzeniu dane są przesyłane do bazy danych
na serwerze 
Aby zaimplementować tę funkcjonalność w możliwie najprostszy sposób, należy zapisać","A. walidację i przesyłanie danych w języku PHP.",false
"602","Na stronie internetowej znajduje się formularz, do którego należy zaprogramować następujące funkcje: 
- walidacja: w trakcie wypełniania formularza w czasie rzeczywistym jest sprawdzana poprawność danych 
- przesyłanie danych: po wypełnieniu formularza i jego zatwierdzeniu dane są przesyłane do bazy danych
na serwerze 
Aby zaimplementować tę funkcjonalność w możliwie najprostszy sposób, należy zapisać","B. walidację i przesyłanie danych w języku JavaScript.",false
"602","Na stronie internetowej znajduje się formularz, do którego należy zaprogramować następujące funkcje: 
- walidacja: w trakcie wypełniania formularza w czasie rzeczywistym jest sprawdzana poprawność danych 
- przesyłanie danych: po wypełnieniu formularza i jego zatwierdzeniu dane są przesyłane do bazy danych
na serwerze 
Aby zaimplementować tę funkcjonalność w możliwie najprostszy sposób, należy zapisać","C. walidację w skrypcie PHP, a przesyłanie danych w JavaScript.",false
"602","Na stronie internetowej znajduje się formularz, do którego należy zaprogramować następujące funkcje: 
- walidacja: w trakcie wypełniania formularza w czasie rzeczywistym jest sprawdzana poprawność danych 
- przesyłanie danych: po wypełnieniu formularza i jego zatwierdzeniu dane są przesyłane do bazy danych
na serwerze 
Aby zaimplementować tę funkcjonalność w możliwie najprostszy sposób, należy zapisać","D. walidację w języku JavaScript, a przesyłanie danych w skrypcie PHP.",true
"603","Globalne tablice do przechowywania danych o ciastkach i sesjach: $ _ COOKIE oraz $ _ SESSION są częścią
języka","A. C#",false
"603","Globalne tablice do przechowywania danych o ciastkach i sesjach: $ _ COOKIE oraz $ _ SESSION są częścią
języka","B. Perl",false
"603","Globalne tablice do przechowywania danych o ciastkach i sesjach: $ _ COOKIE oraz $ _ SESSION są częścią
języka","C. PHP",true
"603","Globalne tablice do przechowywania danych o ciastkach i sesjach: $ _ COOKIE oraz $ _ SESSION są częścią
języka","D. JavaScript",false
"604","Podczas walidacji dokumentu HTML5 pojawił się komunikat o treści: „Error: Element head is missing a required instance of child element title”. Oznacza to, że w dokumencie","A. element <title> nie jest wymagany.",false
"604","Podczas walidacji dokumentu HTML5 pojawił się komunikat o treści: „Error: Element head is missing a required instance of child element title”. Oznacza to, że w dokumencie","B. element <title> nie został zamknięty przez </title>.",false
"604","Podczas walidacji dokumentu HTML5 pojawił się komunikat o treści: „Error: Element head is missing a required instance of child element title”. Oznacza to, że w dokumencie","C. nie zdefiniowano elementu <title> w części <head> dokumentu.",true
"604","Podczas walidacji dokumentu HTML5 pojawił się komunikat o treści: „Error: Element head is missing a required instance of child element title”. Oznacza to, że w dokumencie","D. nie zdefiniowano obowiązkowego atrybutu title w znaczniku <img>.",false
"605","Którego protokołu należy użyć, aby przesłać pliki strony internetowej na serwer hostingowy?","A. FTP",true
"605","Którego protokołu należy użyć, aby przesłać pliki strony internetowej na serwer hostingowy?","B. IRC",false
"605","Którego protokołu należy użyć, aby przesłać pliki strony internetowej na serwer hostingowy?","C. HTTP",false
"605","Którego protokołu należy użyć, aby przesłać pliki strony internetowej na serwer hostingowy?","D. SMTP",false
"606","Przedstawiony blok reprezentuje czynność","A. zastosowania gotowej procedury lub funkcji.",false
"606","Przedstawiony blok reprezentuje czynność","B. wczytania lub wyświetlenia danych.",false
"606","Przedstawiony blok reprezentuje czynność","C. wykonania zadania w pętli.",false
"606","Przedstawiony blok reprezentuje czynność","D. podjęcia decyzji.",true
"607","Aby zadeklarować pole klasy, do którego mają dostęp jedynie metody tej klasy i pole to nie jest dostępne dla klas pochodnych, należy użyć kwalifikatora dostępu","A. public.",false
"607","Aby zadeklarować pole klasy, do którego mają dostęp jedynie metody tej klasy i pole to nie jest dostępne dla klas pochodnych, należy użyć kwalifikatora dostępu","B. private.",true
"607","Aby zadeklarować pole klasy, do którego mają dostęp jedynie metody tej klasy i pole to nie jest dostępne dla klas pochodnych, należy użyć kwalifikatora dostępu","C. protected.",false
"607","Aby zadeklarować pole klasy, do którego mają dostęp jedynie metody tej klasy i pole to nie jest dostępne dla klas pochodnych, należy użyć kwalifikatora dostępu","D. published.",false
"608","Pętla while powinna być wykonywana tak długo, jak długo zmienna x będzie przyjmowała wartości z przedziału obustronnie otwartego (-2, 5). Zapis tego warunku w nagłówku pętli za pomocą języka PHP ma postać","A. ($x > -2) && ($x < 5)",true
"608","Pętla while powinna być wykonywana tak długo, jak długo zmienna x będzie przyjmowała wartości z przedziału obustronnie otwartego (-2, 5). Zapis tego warunku w nagłówku pętli za pomocą języka PHP ma postać","B. ($x == -2) && ($x < 5)",false
"608","Pętla while powinna być wykonywana tak długo, jak długo zmienna x będzie przyjmowała wartości z przedziału obustronnie otwartego (-2, 5). Zapis tego warunku w nagłówku pętli za pomocą języka PHP ma postać","C. ($x < -2) || ($x > 5)",false
"608","Pętla while powinna być wykonywana tak długo, jak długo zmienna x będzie przyjmowała wartości z przedziału obustronnie otwartego (-2, 5). Zapis tego warunku w nagłówku pętli za pomocą języka PHP ma postać","D. ($x > -2) || ($x > 5)",false
"609","Po wykonaniu się przedstawionego fragmentu kodu języka C/C++ zmiennej o nazwie zmienna2 zostanie","A. przypisany adres zmiennej o nazwie zmienna1.",true
"609","Po wykonaniu się przedstawionego fragmentu kodu języka C/C++ zmiennej o nazwie zmienna2 zostanie","B. przypisana ta sama wartość, co przechowywana w zmienna1.",false
"609","Po wykonaniu się przedstawionego fragmentu kodu języka C/C++ zmiennej o nazwie zmienna2 zostanie","C. przypisana zamieniona na łańcuch wartość przechowywana w zmienna1.",false
